video_id,platform,url,title,creator_name,publish_date
BV1Hfc5zAECk,bilibili,https://www.bilibili.com/video/BV1Hfc5zAECk,,,
BV1urcWziEhS,bilibili,https://www.bilibili.com/video/BV1urcWziEhS,,,
BV1uAcNzSEdY,bilibili,https://www.bilibili.com/video/BV1uAcNzSEdY,,,
BV1ycZHB5E7x,bilibili,https://www.bilibili.com/video/BV1ycZHB5E7x,,,
BV18ycxzGEKi,bilibili,https://www.bilibili.com/video/BV18ycxzGEKi,,,
